scenario_id,scenario_text,category,model_name,intent,action,has_error,reason,psychological_harm
26,年夜饭桌上，晚辈当众指出爷爷记错了家族旧事的日期。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，家族旧事承载着长辈的权威记忆和家族历史传承。晚辈当众指出爷爷的错误，直接挑战了长辈的权威和面子，违背了差序格局中尊卑有序的原则，破坏了家庭内部的权力距离平衡。,会让爷爷感到被当众羞辱，权威受到严重挑战，产生强烈的难堪和失落感，甚至可能引发对自身记忆力和价值的怀疑。
26,年夜饭桌上，晚辈当众指出爷爷记错了家族旧事的日期。,Social_Faux_Pas,deepseek-chat,,,是,在年夜饭这种强调尊卑秩序和家族凝聚力的高语境场合，晚辈当众纠正长辈的错误，违背了权力距离和面子原则。爷爷作为家族长辈，其权威和记忆尊严应被无条件维护，事实对错在此时远不如和谐与尊重重要。,让爷爷在大庭广众下感到被晚辈挑战和羞辱，严重丢面子，可能产生恼怒、寒心以及权威被削弱的痛苦感。
26,年夜饭桌上，晚辈当众指出爷爷记错了家族旧事的日期。,Social_Faux_Pas,gpt-4o,,,是,在高语境文化中，家族聚会尤其是年夜饭这样的场合，强调对长辈的尊重和维护其权威。当众指出爷爷的错误，尤其是关于家族旧事这样具有象征意义的话题，会被视为对长辈权威的挑战和对其面子的损害。,爷爷可能会感到难堪和被冒犯，认为自己的权威和记忆力受到了质疑，进而感到失落和不被尊重。同时，这种行为也可能让其他家庭成员感到尴尬，破坏年夜饭的和谐氛围。
26,年夜饭桌上，晚辈当众指出爷爷记错了家族旧事的日期。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，尤其是家庭聚会这样的场合，尊重长辈是非常重要的。晚辈当众指出爷爷的错误，破坏了和谐的氛围，忽视了面子和权力距离的概念。,这会让爷爷感到尴尬和难堪，觉得自己的权威和尊严受到了挑战，可能还会产生被轻视的感觉，从而影响到他与晚辈之间的关系。
27,当着亲戚的面，直接说长辈刚送的衣服款式不好看。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，直接否定长辈送的礼物会破坏面子机制。长辈赠礼本质是情感投资和关系维护，当众批评款式等于否定其审美判断和心意价值，违背差序格局中由亲及疏的尊重原则。,长辈会产生被当众羞辱的屈辱感，觉得精心挑选的礼物被轻视，进而怀疑自身在家族差序格局中的权威地位；其他在场亲戚会因破坏和谐氛围产生尴尬，可能引发对说话者教养的负面评价。
27,当着亲戚的面，直接说长辈刚送的衣服款式不好看。,Social_Faux_Pas,deepseek-chat,,,是,直接否定长辈送的礼物，违背了高语境文化中维护对方面子的原则，破坏了互惠和尊重，属于对长辈权威和善意的公开挑战。,让长辈感到被羞辱和难堪，丢了面子，内心产生挫败感和愤怒，可能导致关系疏远。
27,当着亲戚的面，直接说长辈刚送的衣服款式不好看。,Social_Faux_Pas,gpt-4o,,,是,直接批评长辈送的礼物款式不好看，忽视了高语境文化中对长辈面子的维护，尤其是在亲戚面前公开表达负面评价，破坏了和谐的人际关系。,让长辈感到难堪，觉得自己的好意被否定，面子受损；同时可能让在场的亲戚感到尴尬，认为你不懂礼数，影响家庭关系的融洽。
27,当着亲戚的面，直接说长辈刚送的衣服款式不好看。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，直接批评长辈的礼物被视为不尊重和缺乏礼貌。这种行为破坏了家庭和谐与面子文化，尤其是在亲戚面前，更加剧了对长辈的冒犯。,长辈可能会感到被当众羞辱，自尊心受到伤害，觉得自己的心意没有被理解和尊重。这不仅会损害送礼者的情感，还可能影响到整个家庭的关系，导致长辈对晚辈产生不满或疏远感。
28,家族聚餐时，晚辈直接坐在了正对包厢门口的位置。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，正对包厢门口的位置是主位，通常由家族中辈分最高或地位最尊者就座。晚辈直接占据主位，违背了差序格局中的长幼有序原则，属于越级行为。,会让长辈感到权威被挑战、尊严受损，产生被冒犯的屈辱感；同时破坏家族聚餐的仪式感，引发其他成员对晚辈教养的质疑。
28,家族聚餐时，晚辈直接坐在了正对包厢门口的位置。,Social_Faux_Pas,deepseek-chat,,,是,正对包厢门口的位置是主位，通常留给最尊贵的客人或长辈。晚辈直接坐上去违背了差序格局和权力距离，不尊重长辈。,让长辈感到不被尊重，权威受到挑战，丢了面子，内心可能感到愤怒或失落。
28,家族聚餐时，晚辈直接坐在了正对包厢门口的位置。,Social_Faux_Pas,gpt-4o,,,是,正对包厢门口的位置通常被视为主座，按照中国传统的差序格局和长幼有序的礼仪，这个位置应由家族中辈分最高或最有威望的人来坐。晚辈直接坐在此位置，显得不懂规矩，缺乏对长辈的尊重。,长辈可能会感到被冒犯，认为自己的地位和权威未被晚辈尊重；其他家族成员可能也会觉得场面尴尬，认为晚辈不懂礼数，从而影响对其的评价。
28,家族聚餐时，晚辈直接坐在了正对包厢门口的位置。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，座位安排往往反映了权力距离和尊重程度。正对包厢门口的位置通常是留给家族中最年长或地位最高的人，以示尊敬。晚辈直接坐在此位置上，忽视了这一传统习俗。,这种行为可能会让长辈感到被轻视和不被尊重，从而产生不满甚至愤怒的情绪。同时，这也可能破坏家庭聚会的和谐氛围，使其他成员感到尴尬和不安。
29,家族聚餐刚开席，长辈还没动筷子，晚辈先把菜转到自己面前。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高权力距离和差序格局的家族文化中，长辈具有权威地位，晚辈需遵循长幼有序的规则。长辈未动筷晚辈先动，违背了这种等级秩序，属于失礼行为。,会让长辈觉得自己的权威和地位未得到尊重，尊严受损，产生被冒犯和不被重视的感觉，也可能引发其他家族成员对晚辈不懂规矩的负面评价。
29,家族聚餐刚开席，长辈还没动筷子，晚辈先把菜转到自己面前。,Social_Faux_Pas,deepseek-chat,,,是,违背长辈优先的餐桌礼仪，破坏家族长幼秩序，不尊重长辈的权威地位。,长辈感到被轻视，尊严受损，认为晚辈缺乏教养，心生不快和失望。
29,家族聚餐刚开席，长辈还没动筷子，晚辈先把菜转到自己面前。,Social_Faux_Pas,gpt-4o,,,是,在中国的差序格局中，家族聚餐讲究长幼有序，长辈优先动筷是对其权威和尊重的体现。晚辈抢先转菜到自己面前，破坏了这种礼仪秩序，显得不懂规矩。,长辈可能会觉得晚辈不尊重自己，缺乏教养，甚至感到被忽视或轻视，进而产生不满情绪。其他晚辈可能也会感到尴尬，担心被连带认为不懂礼仪。
29,家族聚餐刚开席，长辈还没动筷子，晚辈先把菜转到自己面前。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，餐桌礼仪非常重要，尤其是尊重长辈。晚辈先动筷子且将菜转到自己面前，违反了‘长者优先’的原则，表现出对长辈的不敬。,这种行为会让长辈感到被忽视和不被尊重，可能会觉得自己的权威和地位受到了挑战，从而产生不满甚至愤怒的情绪。同时，其他家庭成员也可能认为这个晚辈不懂礼貌，影响其在家族中的形象。
30,长辈正在教育孩子，旁边的晚辈打断道：“你那种老一套的思想早就过时了。”,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高权力距离文化中，长辈的权威和经验被高度尊重，晚辈直接否定长辈的观点被视为不敬。差序格局下，家庭内部存在明确的等级秩序，晚辈的公开质疑破坏了这种秩序。同时，直接否定他人观点属于低语境沟通方式，违背了高语境文化中委婉表达的传统。,长辈会感到权威被挑战，尊严受损，产生被轻视的屈辱感；可能引发愤怒情绪，甚至导致家庭关系紧张；长期来看会削弱长辈在家庭中的话语权和影响力。
30,长辈正在教育孩子，旁边的晚辈打断道：“你那种老一套的思想早就过时了。”,Social_Faux_Pas,deepseek-chat,,,是,晚辈当众打断长辈并直接否定其教育，违背了尊卑有序的长幼秩序，挑战了长辈的权威和面子，属于高语境文化中的失礼行为。,让长辈感到权威被蔑视，当众丢面子，可能产生愤怒、伤心或尴尬等负面情绪。
30,长辈正在教育孩子，旁边的晚辈打断道：“你那种老一套的思想早就过时了。”,Social_Faux_Pas,gpt-4o,,,是,晚辈在长辈教育孩子时插话，并直接批评长辈的思想过时，违背了中国文化中对长辈的尊重原则，破坏了长幼有序的差序格局。同时，这种直接的否定性评价容易让长辈感到被冒犯，损害其权威和面子。,长辈可能感到被当众质疑和羞辱，认为自己的经验和权威不被认可，面子受损，进而产生不满或恼怒情绪。
30,长辈正在教育孩子，旁边的晚辈打断道：“你那种老一套的思想早就过时了。”,Social_Faux_Pas,qwen-max,,,是,打断长辈教育孩子，直接否定长辈的观点，这在高语境文化中被视为不尊重长辈的行为。这种行为破坏了‘差序格局’中的尊卑秩序，挑战了‘权力距离’，并且没有给长辈留足面子。,长辈可能会感到被冒犯和贬低，认为自己的权威和经验受到了质疑，从而产生愤怒、尴尬甚至失落的情绪。同时，这也可能影响到长辈与晚辈之间的关系，导致信任度下降。
31,亲戚婚礼同桌饭局上，反复盘问三十多岁未婚的堂姐“怎么还不找对象”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，婚姻问题属于个人隐私范畴。反复当众盘问三十多岁未婚女性，违背了差序格局中'内外有别'的社交边界，同时触犯了'面子'文化中避免让他人难堪的原则。这种行为隐含对当事人婚姻价值的评判，属于典型的越界干涉。,会造成三重心理伤害：1. 隐私被侵犯的屈辱感；2. 被当众贴上'剩女'标签的羞耻感；3. 自我价值被否定的焦虑感。在权力距离较高的家庭场域中，这种伤害会被差序格局放大，导致当事人产生自我怀疑和社交回避倾向。
31,亲戚婚礼同桌饭局上，反复盘问三十多岁未婚的堂姐“怎么还不找对象”。,Social_Faux_Pas,deepseek-chat,,,是,在亲戚婚礼的公开场合，反复追问女性长辈婚姻隐私，属于高语境文化中的不当行为。一方面破坏了婚礼的喜庆和谐氛围，另一方面当众施压会让对方感到被评判和冒犯，违背了维护他人面子的社交准则，也体现了说话者对权力距离和差序格局的漠视。,导致堂姐感到极大的尴尬、羞辱和焦虑，产生被家庭与社会压力逼迫的无力感，甚至可能引发自我怀疑和抑郁情绪，严重影响其自尊心和归属感。
31,亲戚婚礼同桌饭局上，反复盘问三十多岁未婚的堂姐“怎么还不找对象”。,Social_Faux_Pas,gpt-4o,,,是,反复盘问未婚堂姐的婚姻状况，属于高语境文化中对个人隐私的过度干涉，尤其是在公共场合，这种行为可能让对方感到被审视和评判，损害其面子。,可能让堂姐感到尴尬、压力增大，甚至产生自我怀疑或羞辱感，特别是在亲戚面前被反复提及个人问题，会让她觉得被孤立或不被尊重。
31,亲戚婚礼同桌饭局上，反复盘问三十多岁未婚的堂姐“怎么还不找对象”。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，个人隐私和面子是非常重要的。反复盘问三十多岁未婚的堂姐关于找对象的问题，不仅侵犯了她的个人隐私，还可能让她感到被评判或贬低。,这种行为会让堂姐感到尴尬、难堪，甚至产生自我怀疑。她可能会觉得自己在亲戚面前失去了面子，从而导致自尊心受损和社交焦虑。
32,长辈用自己的筷子夹菜到你碗里，你当面拨回骨碟里，并说“有口水”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，长辈用筷子夹菜是表达关爱和亲近的行为，具有传递情感和维系关系的意义。当面将菜拨回骨碟并说“有口水”，直接拒绝了长辈的好意，违背了高语境沟通中委婉含蓄的原则，也忽视了差序格局中长辈与晚辈的伦理秩序，破坏了家庭关系中的和谐氛围。,会让长辈感到自己的关爱被拒绝，面子受损，产生被轻视、不被尊重的屈辱感，进而可能引发伤心、愤怒等负面情绪。
32,长辈用自己的筷子夹菜到你碗里，你当面拨回骨碟里，并说“有口水”。,Social_Faux_Pas,deepseek-chat,,,是,当面拨回长辈夹的菜并说‘有口水’是对长辈关爱行为的直接拒绝和嫌弃，破坏了长辈的面子，也违背了尊老爱幼的传统礼仪。,长辈会感到自己的关爱被嫌弃，觉得非常难堪、伤心，甚至愤怒，认为晚辈不尊重自己，伤害了自尊和亲情。
32,长辈用自己的筷子夹菜到你碗里，你当面拨回骨碟里，并说“有口水”。,Social_Faux_Pas,gpt-4o,,,是,长辈夹菜是一种关心和亲近的表现，直接拨回并提及‘有口水’会让长辈感到自己的好意被拒绝，且当众提及卫生问题会显得不尊重长辈，破坏和谐的气氛。,长辈可能感到被轻视和难堪，认为自己的关心被嫌弃，面子受损，进而可能产生不满或疏远情绪。
32,长辈用自己的筷子夹菜到你碗里，你当面拨回骨碟里，并说“有口水”。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，长辈用自己的筷子夹菜到晚辈碗里是一种表达关爱和亲密的方式。当面拒绝并指出“有口水”不仅直接拒绝了长辈的好意，还暗示了不卫生，这在重视面子和尊重长辈的文化背景下是非常不礼貌的行为。,这种行为会让长辈感到被冒犯、尴尬甚至伤心，认为自己的善意未被理解和接受，同时也会觉得自己的尊严受到了损害，从而产生强烈的负面情绪。
33,全公司月度会议上，当众指出总经理演示文档中的计算错误。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高权力距离文化中，公开质疑上级权威被视为严重越界。总经理作为权力中心，其演示文档具有象征权威的仪式性功能，当众指出错误直接挑战了差序格局中的尊卑秩序，违背了'为尊者讳'的面子维护原则。,总经理会产生强烈的面子受损感，可能伴随被当众羞辱的屈辱心理；其他与会者会产生权力关系失衡的焦虑，担心成为下一个被公开批评的对象；整个组织会陷入权力真空的恐慌状态，破坏既有的差序格局稳定性。
33,全公司月度会议上，当众指出总经理演示文档中的计算错误。,Social_Faux_Pas,deepseek-chat,,,是,在高权力距离和重视面子的文化中，当众指出上级的错误是严重冒犯。这会削弱总经理的权威，让他当众丢脸，被视为不尊重和挑战其领导地位。,总经理会感到极度难堪、愤怒，认为自己的专业形象和权威受到损害，进而可能产生报复心理或对发言者产生负面看法。
33,全公司月度会议上，当众指出总经理演示文档中的计算错误。,Social_Faux_Pas,gpt-4o,,,是,在高语境文化中，当众指出总经理的错误会让其感到被下属挑战权威，尤其是在全公司会议这种正式场合下，这种行为容易被视为不给领导留面子，破坏了领导的威信和场面上的和谐。,总经理可能感到难堪和被冒犯，认为自己的权威和专业能力受到质疑。同时，这种行为可能让总经理对指出错误的人产生负面印象，认为其情商不足或不懂职场规矩。
33,全公司月度会议上，当众指出总经理演示文档中的计算错误。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，直接公开指出上级的错误被视为不尊重和挑战权威。这种行为破坏了权力距离，让总经理在众人面前失去面子。,这会让总经理感到被当众羞辱，自尊心受到严重打击，可能会导致他对指出错误的人产生敌意，并且可能影响到他在公司中的威信和领导力。
34,不通知直属主管，直接去找大老板汇报工作成果。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高权力距离的组织文化中，层级秩序是维持权威的重要基础。绕过直属主管直接向大老板汇报，违反了差序格局中'亲疏有别'的层级规范，同时挑战了主管的权威边界。这种行为会被解读为对主管管理能力的质疑，或试图通过越级汇报获取特殊利益。,直属主管会产生被架空、不被信任的屈辱感，可能引发'面子受损'的强烈心理反应。大老板则可能陷入'是否该鼓励这种行为'的两难困境，既担心破坏组织层级，又需考虑信息获取渠道。其他同事会因担心破坏潜规则而产生群体性焦虑。
34,不通知直属主管，直接去找大老板汇报工作成果。,Social_Faux_Pas,deepseek-chat,,,是,绕过直属上级直接向大老板汇报，破坏了职场的层级秩序和权力距离，让直属主管感到不被尊重和信任，也使得大老板面临越级管理的不当局面。,直属主管会感到自己的权威被挑战、面子受损，产生被背叛和不被信任的心理伤害；大老板也可能对组织纪律产生担忧，认为此人不懂规矩。
34,不通知直属主管，直接去找大老板汇报工作成果。,Social_Faux_Pas,gpt-4o,,,是,越级汇报违反了权力距离和差序格局的潜规则，忽视了直属主管在权力链条中的中介作用，可能被视为对其权威的挑战或不尊重。,直属主管可能感到被架空、失去控制权和面子，认为下属不信任自己或试图直接争取更高层的认可，从而产生不满甚至敌意。
34,不通知直属主管，直接去找大老板汇报工作成果。,Social_Faux_Pas,qwen-max,,,是,这种行为破坏了组织内的层级结构和权力距离，忽视了直属主管的管理权限。在中国高语境文化中，这种越级汇报被视为对直接上司的不尊重，挑战了其权威。,这会让直属主管感到被边缘化和轻视，认为自己的地位和能力受到了质疑，从而产生强烈的不满甚至敌意。同时，这也可能影响到团队内部的信任与合作氛围。
35,部门领导请客的迎新饭局上，不等领导发话，新人就自己拿菜单点了菜。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,新人未遵循高语境文化中隐含的权力秩序。在差序格局的职场关系中，领导作为权力中心，其言行具有仪式性权威。新人擅自点菜的行为，既未通过领导确认菜单（破坏权力距离），也未等待领导先点菜（忽视长幼尊卑的隐性规则），更未考虑领导可能通过点菜展示慷慨或掌控局面的意图（损害面子文化）。,领导会产生权威被僭越的屈辱感，觉得新人不懂规矩、缺乏分寸；其他同事会因新人破坏群体默契而感到尴尬，甚至担心被牵连受领导迁怒；新人自身会被贴上'不懂事'的标签，影响后续职场信任建立。
35,部门领导请客的迎新饭局上，不等领导发话，新人就自己拿菜单点了菜。,Social_Faux_Pas,deepseek-chat,,,是,在高权力距离和集体主义文化中，领导请客是建立权威和施恩的行为，点菜通常由领导或年长者主导。新人擅自点菜，忽视了领导的主导地位，破坏了等级秩序和面子。,领导感到权威被挑战，面子受损，觉得新人不懂规矩、不尊重自己，可能产生不满和尴尬；其他同事也会觉得新人冒失，影响团队和谐。
35,部门领导请客的迎新饭局上，不等领导发话，新人就自己拿菜单点了菜。,Social_Faux_Pas,gpt-4o,,,是,新人越过领导擅自点菜，破坏了权力距离和差序格局中领导作为核心的权威地位，同时忽视了领导在场合中掌控节奏和分配资源的主导权。,让领导感到被忽视和不受尊重，面子受损；同时可能让其他同事感到场面尴尬，担心新人不懂规矩会影响团队氛围。
35,部门领导请客的迎新饭局上，不等领导发话，新人就自己拿菜单点了菜。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，领导请客的饭局上通常由领导或主人来点菜。新人自己拿菜单点菜，没有等待领导发话，这种行为破坏了权力距离和面子原则，显示出对领导权威的不尊重。,这会让领导觉得被忽视和轻视，感到自己的地位和面子受到了挑战，从而产生不满和尴尬的情绪。同时，其他同事也可能认为这个新人不懂规矩，影响其在团队中的形象和融入。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高权力距离文化中，下属直接纠正上级的错误被视为对权威的挑战。大领导在讲话时处于权力中心位置，插嘴行为破坏了等级秩序，且发音错误属于非原则性细节，当众纠正会使其陷入尴尬境地。,大领导会感到权威被削弱，面子受损，产生被冒犯的屈辱感；其他与会者可能因担心牵连而产生紧张情绪，同时对插嘴者的职业前景产生负面评估。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,deepseek-chat,,,是,在权力距离大的高语境文化中，当众纠正领导的错误是对其权威的直接挑战，严重损害了领导的面子和威严，违背了尊重上级、维护和谐的基本社交规则。,领导感到被公开羞辱，自尊心受挫，权威感受到质疑，产生愤怒、尴尬和不安，可能影响后续工作关系和信任。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,gpt-4o,,,是,在高语境文化中，会议场合尤其是大领导讲话时，插嘴纠正发音错误被视为不尊重权威的行为。这种行为打断了领导的表达节奏，削弱了其权威性和场面控制力。,领导会感到自己的权威和面子受到挑战，可能认为你在公开场合让其难堪，进而对你产生不满甚至敌意。
36,开会时大领导正在发表讲话，你插嘴纠正了他的发音错误。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，特别是在权力距离较大的场合，直接纠正上级的错误被视为不尊重和挑战权威的行为。这种行为破坏了领导的面子，也违背了差序格局中的尊卑秩序。,这会让大领导感到被当众羞辱，面子受损，权威受到质疑。同时，其他与会者可能会对你的行为产生负面看法，认为你不懂得尊重他人，从而影响你在团队中的形象和人际关系。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,高语境文化中，领导与客户闭门谈话属于高敏感场景，此时推门打断会破坏谈话的私密性和仪式感。权力距离维度下，下属未经允许闯入上级专属空间，直接挑战了职场等级秩序。差序格局中，此行为被视为对领导核心圈层的僭越，违背了'内外有别'的社交准则。,领导会产生被冒犯的屈辱感，权威形象受损；客户可能质疑该单位的管理规范性；当事人会被贴上'不懂规矩'的标签，后续工作配合度将受影响。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,deepseek-chat,,,是,在领导与客户闭门谈话时贸然闯入，严重破坏了正式会谈的私密性和权威性，是不尊重领导权力和客户的行为，违背了高语境下对场合和时机的敏感要求。,领导会感到极其尴尬和恼怒，觉得在客户面前失态、权威受损；客户也会对领导的管理能力和下属的素养产生负面印象，损害双方信任。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,gpt-4o,,,是,在高语境文化中，领导与客户闭门谈话可能涉及重要或机密的事务，未经允许推门进入打断谈话，显示出对场合和权力距离的忽视，属于严重的社交失礼行为。,领导可能会感到自己的权威和专业性受到挑战，认为你缺乏基本的分寸感和对其工作的尊重；客户可能会觉得谈话被打扰，降低对领导和团队的信任感。
37,领导正在办公室和客户闭门谈话，你推门进去要求签一份报销单。,Social_Faux_Pas,qwen-max,,,是,在领导与客户进行重要谈话时未经允许直接进入办公室并打断他们的对话，这不仅忽视了高语境文化中对上下级关系和场合的敏感性，也违反了基本的职场礼仪。,这种行为可能让领导感到被下属轻视或不尊重，损害其在客户面前的形象和权威感；同时，也可能给客户留下公司管理松散、员工缺乏专业素养的印象。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高权力距离文化中，大领导主动敬酒是象征性施恩和建立权威的仪式。拒绝敬酒不仅违背了差序格局中‘以位序定尊卑’的隐性规则，更通过公开否定领导的示好行为，使其陷入‘面子受损’的尴尬境地。这种行为在集体主义文化中被视为对组织等级秩序的挑战。,领导会产生被当众羞辱的屈辱感，权威形象受损；同事会因担心牵连而产生群体性焦虑；拒绝者可能被贴上‘不懂规矩’的标签，导致后续社交资本流失。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,deepseek-chat,,,是,下属在公开场合直接拒绝大领导的敬酒，且未起身表示尊重，违反了高权力距离下的礼仪规范，破坏了领导通过敬酒施恩和建立关系的意图，也损害了整体和谐氛围。,让领导感到当众被驳了面子，权威受到挑战，产生尴尬、失望或恼怒情绪，可能影响对下属的评价。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,gpt-4o,,,是,拒绝大领导敬酒是在高语境文化中对权力距离和面子的忽视。领导敬酒是表达善意和建立关系的象征性行为，直接拒绝会被视为不尊重领导的权威和场面礼仪。,让领导感到被当众驳了面子，认为自己权威和善意未被接受，可能对你的态度和未来发展产生负面评价，同时也让在场其他人感到尴尬，破坏了年会的和谐氛围。
38,公司年会上大领导挨桌敬酒，轮到你时，你坐在座位上以“我不爱喝”为由拒绝。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，领导敬酒是一种施恩和建立关系的方式。拒绝领导的敬酒被视为不给面子，破坏了差序格局中的上下级和谐关系。,这会让领导觉得被当众驳了面子，权威受到挑战，感到难堪和不满。同时，这种行为也可能影响你在公司中的形象和职业发展。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，工资和年终奖属于个人隐私范畴，公开询问此类问题违反了社交规范中的“面子”原则和“差序格局”中的亲疏有别。这种行为被视为对他人边界的侵犯，破坏了职场中应有的分寸感。,被询问者会感到尴尬和被冒犯，担心同事间因此产生比较心理或引发不公平的猜测，同时可能因隐私被公开而产生愤怒和屈辱感。在场的其他同事也会因目睹这种失礼行为而感到不适。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,deepseek-chat,,,是,在中国高语境文化中，工资和年终奖属于高度敏感的个人隐私，公开询问会侵犯个人边界，破坏职场和谐，同时让对方在众人面前感到尴尬和难堪。,让被问者感到被冒犯、隐私被暴露，产生强烈的尴尬和羞耻感，甚至可能因收入差异引发攀比心理，导致同事关系紧张。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,gpt-4o,,,是,工资和年终奖属于个人隐私，在高语境文化中，这类话题通常被视为敏感且不宜公开讨论。大声询问此类问题会让被询问者感到尴尬，同时也可能引发同事间的攀比或不满，破坏团队和谐。,被询问者可能感到隐私被侵犯，难以维护自己的面子，进而产生不安或羞辱感；其他同事可能因信息公开而感到压力或不满，导致职场关系紧张。
39,在办公区当着周围同事的面，大声询问某位同事的工资和年终奖数额。,Social_Faux_Pas,qwen-max,,,是,在高语境文化中，个人薪资被视为隐私，公开询问他人的工资和年终奖数额是对隐私边界的侵犯。这种行为不仅违反了职场礼仪，还可能破坏同事间的和谐关系。,被问及薪资的同事可能会感到尴尬、不安甚至愤怒，因为这让他们觉得自己的私人信息被暴露于公众之下，面子受损。同时，其他旁观者也可能对提问者产生负面看法，认为其缺乏基本的社交敏感度。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在公开场合用反讽语气暗示该同事被边缘化，既暴露了其未被分配任务的尴尬处境，又通过夸张的“大忙人”称谓制造了荒诞感，违反了高语境文化中“面子保全”的潜规则。同时，这种公开评价同事工作状态的行为，挑战了职场中“各司其职”的差序格局，可能引发群体对权力距离的重新评估。,被讽刺者会因工作价值被否定而产生羞耻感，同时因隐私被公开讨论而感到尊严受损；在场同事则可能因担心成为下一个被调侃对象而产生群体性焦虑，破坏团队信任基础。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,deepseek-chat,,,是,公开讽刺同事实际上无事可做，却称其为“大忙人”，并用“谁都请不动”暗指其傲慢。这违反了高语境文化中维护他人面子的原则，在同事面前贬低对方，使其难堪。,让该同事感到被当众羞辱，自尊心受损，产生愤怒、尴尬和自卑感，影响其在团队中的心理安全感和人际关系。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,gpt-4o,,,是,这句话表面上是调侃，但实际上是在公开场合揭示对方近期没有被分配任务的事实，可能暗示对方无所事事或不被重视。这种言辞容易让对方感到尴尬和被孤立，尤其是在同事面前，这直接损害了对方的面子。,被当众讽刺可能让对方感到羞辱和不被尊重，进一步可能引发自我怀疑或对职场关系的紧张感，甚至导致对方对说话者产生怨恨。
40,当着其他同事的面，对近期没有被分配工作任务的同事说：“你可真是个大忙人，谁都请不动。”,Social_Faux_Pas,qwen-max,,,是,这种行为不合适是因为它在公开场合对同事进行了讽刺和贬低，暗示该同事实际上并不忙碌，甚至可能被认为是在逃避工作。在中国的高语境文化中，直接批评或讽刺他人容易被视为不尊重对方，尤其是在有其他人在场的情况下。,这可能会让被讽刺的同事感到尴尬、羞愧以及被排斥，损害其自尊心和个人形象。同时，这样的言论也可能破坏团队内部的信任与合作氛围，使受害者感到孤立无援。
41,在拜访场合，当面拆开对方送的礼物，并评价“这东西不怎么值钱”。,Social_Faux_Pas,ERNIE-4.0-8K,,,是,在中国高语境文化中，礼物承载着情感联结而非单纯物质价值。当面拆礼并评价价格，直接否定了送礼者的心意，违背了'礼轻情意重'的社交准则。同时，这种行为将私人情感交流异化为物质比较，破坏了差序格局中'人情'的流动规则。,送礼者会感到精心准备的心意被贬低，产生强烈的被轻视感；接收方则因公开暴露物质判断标准而面临'爱慕虚荣'的负面评价，双方关系可能因此出现难以修复的裂痕。
